
2019 Q1;e201113;INF;2,1;2,4;2,7;2,1;2,6;3,1;1,6;1,8;2;2,2;2,5;2,8;2,1;2,6;3,1;1,9;2,4;3
2019 Q1;e201113;PKB;3,3;3,8;4,1;3;3,5;4;3,8;4;4,2;3,3;3,6;3,9;2,9;3,4;3,9;3,1;3,6;4,1
2019 Q1;e201113;IREF;1,49;1,5;1,51;1,5;1,75;2;1,49;1,5;1,51;1,49;1,5;1,51;1,5;1,71;1,91;1,5;1,76;1,91
2019 Q1;e201113;D;4,29;4,23;4,15;5,8;5,7;5,7;;;;;;;;;;
2019 Q1;e201119;INF;2,2;3;3,5;1,6;2,7;3,8;1,1;1,7;2,3;2,5;2,9;3,5;1,4;2,7;4;1,5;2,5;3,5
2019 Q1;e201119;PKB;3,2;3,9;4,5;2,5;3,1;4;3,5;4;4,5;2,5;3,7;4,8;1,5;3;4,5;2,8;3,4;4
2019 Q1;e201119;IREF;1,49;1,5;1,58;1,49;1,5;2,25;1,49;1,5;1,51;1,49;1,5;1,88;1,5;1,67;2,25;1,5;1,73;2,16
2019 Q1;e201119;D;;;;;;;;;;;;;;;;
2019 Q1;e201802;INF;1,5;2;2,5;1,5;2;2,5;1,2;1,5;1,8;1,5;2;2,5;1,5;2;2,5;1,5;2;2,5
2019 Q1;e201802;PKB;3;3,5;3,9;2,5;3;3,5;3,7;4;4,5;3,3;3,8;4,2;2,5;3;3,5;2,7;3,3;3,7
2019 Q1;e201802;IREF;1,5;1,5;1,5;1,5;2;2,5;1,5;1,5;1,5;1,5;1,5;1,5;1,5;2;2,5;1,5;1,75;2,5
2019 Q1;e201802;D;4,3;4,4;4,5;6,5;7,5;8;7,4;5;4;55;50;45;1,2;1;0,9;
2019 Q1;e201803;INF;1,5;2,2;2,9;0,5;2;3,5;1,2;1,7;2,2;1,4;2,3;3,2;0,5;2;3,5;0;2;4
2019 Q1;e201803;PKB;2,6;3,3;4;2,5;4;5;3,2;4;4,8;2,3;3,5;4,7;2;3,5;5;2,2;3,7;4,8
2019 Q1;e201803;IREF;1,4;1,5;1,6;1,2;1,7;2,3;1,4;1,5;1,6;1,4;1,6;1,8;1,1;1,7;2,3;1;2;3
2019 Q1;e201803;D;4,28;4,23;4,2;6,2;6,8;7;6,5;5,5;4,5;65;55;60;1,5;1,2;1;
2019 Q1;e201400;INF;1,5;2,5;3,5;1;2,5;3,5;1,5;2;2,5;1;2,8;3,5;1;2,5;4;1;2,5;4
2019 Q1;e201400;PKB;2,5;3;3,5;2,3;2,5;3,5;3,8;4;4,5;1;2,8;4,5;1;2,5;4;1,5;2,4;3,4
2019 Q1;e201400;IREF;1,25;1,5;1,75;1,25;1,5;1,75;1,5;1,5;1,5;1;1,5;2;1;1,75;2,5;1,75;2;3
